Nome,Preço sem desconto,Preço com desconto,Desconto (porcentagem),Código EAN,Marca,Categoria
Eniagor 50mg/ml Solução Capilar 2 frascos 50ml cada,104.68,60.71,42,7896637032803,Apsen,Similar
Bexai 35mg 20 capsúlas,133.28,111.96,16,7894916514903,Ems,Dor E Febre
Risedross 150mg 1 comprimido revestido,201.39,140.97,30,7894916512565,Sigma Pharma,Mais Medicamentos
Coledue R 10mg + 5mg 30 cápsulas duras,64.19,43.01,33,7896094921252,Hypera,Colesterol e Triglicerídeos
Venzer 32mg 30 comprimidos,90.67,66.19,27,7896094206533,Libbs,Mais Medicamentos
Allestra 20 75mcg + 20mcg 63 drágeas,86.61,65.82,24,7896658036996,Ache,Anticoncepcionais
"Lacass 66,66mg 14 comprimidos revestidos",60.22,51.75,17,7899824400478,Arese,Digestivo
Pressat 5mg 90 comprimidos,56.2,70.34,22,7896112406570,Biolab Sanus,Hipertensão
Benestare 625mg 30 comprimidos revestidos,55.93,46.98,16,7895858017385,Medley,Digestivo
Fluimucil 600mg Sabor Limão 16 comprimidos efervescentes,69.51,56.3,19,7898074617612,Zambon,Mais Medicamentos
Engov 24 comprimidos,26.33,21.06,20,7896094907324,Hypera,Digestivo
Equitam 80mg 30 Comprimidos Revestidos,71.37,62.09,13,7899640808038,Momenta,Mais Medicamentos
"Vitacid 0,25mg/g Gel 25g",42.47,35.67,16,7897129300516,Igefarma,Mais Medicamentos
Flebon 50mg 30 comprimidos,80.34,64.27,20,7898040322670,Farmoquimica,Mais Medicamentos
Besomed Almeida Prado 60 Comprimidos,49.49,42.56,14,7898037081252,Almeida Prado,Emagrecedores
Malvona Solução Oral 200ml,39.92,31.54,21,7896026170567,Daudt,Dor E Febre
Trezor 5mg 30 comprimidos,33.54,26.5,21,7896658026065,Ache,Colesterol e Triglicerídeos
Engov 6 comprimidos,8.86,7.8,12,7896094912786,Hypera,Digestivo
Pantogar Biolab 90 Cápsulas,325.44,325.44,0,7896112425496,Biolab Sanus,Similar
Vitamina D 500UI Althaia Gotas 20ml,49.89,42.41,15,7898687730616,Althaia,Vitaminas
Buclina 25mg 30 comprimidos,19.88,17.89,10,7891058019365,Mantecorp,Vitaminas
DPrev 2.000UI 60 comprimidos revestidos,67.14,49.68,26,7898430192876,Myralis Pharma,Vitaminas
"Elani 28 3mg + 0,03mg 84 comprimidos revestidos",227.92,184.62,19,7896094203044,Libbs,Anticoncepcionais
Suplemento Alimentar DOSS 1.000UI Vitamina D3 90 Cápsulas Gelatinosas,69.99,65.09,7,7896112402336,Biolab Sanus,Vitaminas
Flexive CDM Creme 25g,46.82,38.86,17,7891721023422,Merck,Dor E Febre
Prolive 30 cápsulas,127.5,121.13,5,7896658025112,Ache,Digestivo
Alenia Refil 6mcg + 200mcg 60 cápsulas inalatórias,110.84,110.84,0,7896181905288,Ache,Mais Medicamentos
SeloZok 100mg 30 comprimidos revestidos de liberação controlada,126.96,64.9,49,7896206402877,Astrazeneca,Hipertensão
Zinpass EZE 10mg + 10mg 30 comprimidos revestidos,86.72,72.84,16,7896422504621,Medley,Colesterol e Triglicerídeos
Ellura 200mg 30 cápsulas,162.41,136.42,16,7896112406617,Biolab,Anticoncepcionais
Trezete 20mg + 10mg 30 Comprimidos Revestidos,122.64,96.89,21,7896658027130,Ache,Colesterol e Triglicerídeos
Suplemento Vitamínico Vitergan Zinco PL 30 comprimidos revestidos,110.93,89.85,19,7896226102801,Marjan,Vitaminas
OsteoNutri 600mg + 400UI 30 comprimidos revestidos,75.4,75.4,0,7896422513265,Aspen Pharma,Mais Medicamentos
Busonid Aquoso Nasal 32mcg 120 doses 6ml,29.67,24.03,19,7896181915171,Ache,Alergias E Infecções
Luftal Gel Caps 125mg 10 cápsulas gelatinosas,27.9,22.32,20,7896016804939,Luftal,Digestivo
Andriodermol 50ml,23.81,23.81,0,7896006214007,União Química,Mais Medicamentos
Suplemento Alimentar UroCran Cranberry 500mg 30 Cápsulas,111.9,105.19,6,7898430191244,Myralis Pharma,Anticoncepcionais
Flucetil 600mg 16 Envelopes de 5g,35.99,19.9,45,7898593052888,Maxinutri,Mais Medicamentos
Neosaldina 20 drágeas,28.98,22.89,21,7896094921979,Neosaldina,Dor E Febre
Laxante Dulcolax 5mg 20 drágeas,17.6,16.02,9,7896026300155,Sanofi,Digestivo
Somalgin Cardio 100mg 60 comprimidos revestidos de dupla camada,47.55,40.42,15,7894916512022,Sigma Pharma,Dor E Febre
Januvia 25mg 28 comprimidos revestidos,80.42,61.92,23,7897337707596,Msd,Diabetes
Hirudoid 500 Pomada 5mg/g 40g,39.6,36.04,9,7897411601567,Sankyo Pharma,Dor E Febre
"Carbidol 25mg + 250mg, 30 comprimidos",52.39,24.1,54,7896112143994,Teuto,Mais Medicamentos
Clopin 75mg 30 comprimidos revestidos,65.2,50.2,23,7896658011924,Ache,Mais Medicamentos
Dozoito 25mg 30 comprimidos,33.21,19.59,41,7896112402664,Biolab Sanus,Hipertensão
"Nesina Met* 12,5mg + 850mg 60 comprimidos revestidos",163.89,126.2,23,7896094999527,Hypera,Diabetes
Suplemento Alimentar Calcitran MDK Sabor Menta 30 comprimidos mastigáveis,64.2,64.2,0,7898040328573,Divcom Pharma,Vitaminas
Livalo 2mg 30 comprimidos revestidos,134.48,106.24,21,7896382707070,Biolab Sanus,Colesterol e Triglicerídeos
Glyxambi 10mg/ 5mg 30 Comprimidos Revestidos,476.39,218.9,54,7896026306720,Boehringer,Diabetes
Renitec 10mg 30 comprimidos,24.79,19.34,22,7897337705882,Merck,Hipertensão
Antiácido Estomazil Pastilhas Sabor Abacaxi 20 comprimidos mastigáveis,15.99,14.55,9,7896094903753,Hypera,Digestivo
Bravan HCT 160mg + 25mg 30 comprimidos,70.42,70.42,0,7896658018787,Ache,Hipertensão
Meritor 2mg + 1000mg 30 comprimidos revestidos,59.03,45.45,23,7896658012402,Ache,Diabetes
"Descongestionante Nasal Sorine SSC 0,9% Spray Suave Jato Contínuo 100ml",38.57,31.63,18,7896658023224,Ache,Mais Medicamentos
Vertizine D - 10mg + 3mg 20 comprimidos,91.23,70.25,23,7896658002700,Ache,Mais Medicamentos
"Cicloprimogyna (2mg) + (2mg + 0,25mg) 21 drágeas",14.18,11.2,21,7891106905886,Bayer,Anticoncepcionais
Seretide Diskus 50mcg + 250mcg 60 doses de pó para inalação,180.98,84.9,53,7896269901720,Gsk,Mais Medicamentos
Flanax 550mg 10 comprimidos revestidos,26.99,24.83,8,7891106006507,Bayer,Dor E Febre
"Pomada Kollagenase 0,6U/g 30g",70.34,58.38,17,7896676427745,Cristalia,Mais Medicamentos
"Avicis 0,25mg/ml Solução Capilar 100ml",228.56,178.28,22,7897930761568,Galderma,Similar
Fluimucil D 600mg 16 envelopes com 5g cada,77.22,63.32,18,7898074617322,Zambon,Mais Medicamentos
"PlantaBen 3,5g Sabor Artificial Laranja Pó Efervescente 30 envelopes com 5g cada",175.33,147.28,16,7898560664267,Takeda,Digestivo
Suplemento Capilar Pantogar Neo 60 Cápsulas,135.9,125.03,8,7896112400448,Biolab Sanus,Similar
Concor Anlo 5/5 mg 30 comprimidos,93.99,71.43,24,7891721029974,Merck,Hipertensão
Pomada Dermatológico Nebacetin 15g,23.29,20.96,10,7896641804588,Nebacetin,Mais Medicamentos
Creme de Arnica Cimed com Mentol 60g,14.9,12.67,15,7897947603783,Cimed,Dor E Febre
Adesivos Salonpas Grande 2un,9.43,7.92,16,7896227800812,Salonpas,Dor E Febre
Spray Nasal Aquoso Nasonex 120 doses 17ml,61.5,53.51,13,7898926572113,Msd,Mais Medicamentos
Aradois 25mg 60 comprimidos revestidos,88.03,66.02,25,7896241241462,Biolab Sanus,Hipertensão
Synthroid 112mcg 30 comprimidos,52.09,39.59,24,7896255700283,Abbott,Mais Medicamentos
Gel de tratamento Antiacne Dermotivin Benzac 10% 60g,72.9,64.88,11,7897930763791,Galderma,Mais Medicamentos
Flexalgin 300mg + 125mg + 50mg + 30mg 30 comprimidos,30.58,13.76,55,7899095201255,Geolab,Dor E Febre
Ginkoba 120mg 30 comprimidos revestidos,100.41,77.32,23,7897460401293,Nikkho,Mais Medicamentos
Tylenol 750mg 10 comprimidos revestidos,23.89,19.11,20,7891010246235,Tylenol,Mais Medicamentos
"Benicar Triplo 40mg/12,5mg/5mg 30 comprimidos revestidos",170.04,130.93,23,7897411600393,Sankyo Pharma,Hipertensão
Suplemento Alimentar Ofalato 90 comprimidos,173.2,149.9,13,7896094917408,Hypera,Anticoncepcionais
Vitamina D3 Althaia 7.000 UI 8 cápsulas moles,19.85,19.85,0,7898569766610,Althaia,Vitaminas
Diovan Amlo Fix 160mg + 5mg 28 comprimidos revestidos,164.46,164.46,0,7896261012486,Novartis,Hipertensão
Daflon 1000mg FFPM 30 comprimidos revestidos,175.86,145.96,17,7898029551848,Servier,Mais Medicamentos
Flexive CDM Creme 50g,77.69,62.93,19,7891721022845,Merck,Dor E Febre
Oscillococcinum 6 Tubos,82.65,73.56,11,7898927111045,Boiron,Mais Medicamentos
Vitafer 109mg 50 comprimidos revestidos,16.88,16.88,0,7896004712857,Ems,Gripe E Resfriado
Laxante Fitoterápico Tamarine Geléia Zero Açúcar 250g,108.6,91.22,16,7897322709802,Tamarine,Digestivo
Pant 50mg/ml Refil 50ml,60.79,51.06,16,7896658034978,Ache,Similar
Ebatz 4mg 30 comprimidos revestidos,152.68,128.25,16,7896094209206,Libbs,Colesterol e Triglicerídeos
Benegrip 20 comprimidos revestidos,36.98,29.95,19,7896094904682,Hypera,Mais Medicamentos
Cloreto de Magnésio PA Ifal 33g,10.15,10.15,0,7898016412961,Ifal,Mais Medicamentos
Maleato de Dexclorfeniramina 2mg EMS 20 comprimidos,13.1,9.43,28,7896004711287,Ems,Alergias E Infecções
Sal de Frutas Eno Laranja 100g,27.39,22.73,17,7896015560331,Eno,Digestivo
Janumet 50mg + 1000mg 56 comprimidos revestidos,316.92,316.92,0,7897572020191,Msd,Diabetes
"Naprix D 5mg + 12,5mg 30 cápsulas duras",72.26,55.64,23,7896094203266,Libbs,Hipertensão
Neo Fólico 5mg Neo Química 20 comprimidos revestidos,13.06,9.8,25,7896714201108,Neo Quimica,Gripe E Resfriado
Cefaliv Aché 12 comprimidos,21.42,18.64,13,7896658001079,Ache,Dor E Febre
Antiácido Pó Efervescente Estomazil Sabor Abacaxi 5g,3.08,2.56,17,7896094912977,Hypera,Digestivo
Venaflon 450mg + 50mg 30 comprimidos revestidos,97.95,40.16,59,7896112115151,Teuto,Mais Medicamentos
Magnésia Bisurada Sabor Menta 10 pastilhas,10.51,9.67,8,7895858017415,Aspen Pharma,Digestivo
Imosec 2mg 12 comprimidos,11.66,10.38,11,7896212478750,Johnson & Johnson,Digestivo
Bisalax 5mg 20 drágeas,8.5,8.5,0,7896006257929,União Química,Digestivo
Allestra 15 60mcg + 15mcg 28 comprimidos,26.5,21.2,20,7896658035975,Ache,Anticoncepcionais
Doss 50.000UI 4 cápsulas gelatinosas moles,94.74,58.74,38,7896112400165,Biolab Sanus,Mais Medicamentos
Varivax 100mg 30 comprimidos,39.9,29.13,27,7898133136450,Natulab,Mais Medicamentos
"Sandrena 0,1mg Gel 28 sachês com 1g",83.67,72.79,13,7897572000933,Schering-plough,Mais Medicamentos
"Spiriva Respimat 2,5mcg/dose 4ml + inalador Respimat (60 doses)",483.5,483.5,0,7896026302999,Boehringer,Mais Medicamentos
Dermobene 10mg/ml 20ml,30.5,20.13,34,7896004810232,Legrand,Mais Medicamentos
"Vitanol A 0,25mg/g 30g Creme Dermatológico",55.55,45.55,18,7896015591618,Stiefel,Mais Medicamentos
Azukon MR 30mg 100 comprimidos de liberação prolongada,64.7,44.64,31,8903855082455,Torrent,Diabetes
Puran T4 25mcg 30 comprimidos,17.2,12.38,28,7897595901309,Sanofi,Mais Medicamentos
"Somalgin Cardio 81mg, 60 Comprimidos Revestidos de Dupla Camada",30.72,25.8,16,7894916512107,Sigma Pharma,Dor E Febre
"Naramig 2,5mg 4 comprimidos revestidos",26.21,23.59,10,7896269900983,Gsk,Dor E Febre
Zyloric 100mg 30 comprimidos,21.8,18.31,16,7895858010324,Aspen Pharma,Mais Medicamentos
"Descongestionante Inalante Vick Bastão 0,5g",17.78,14.76,17,7896093000217,Vick,Mais Medicamentos
Paracetamol 200mg/ml Cimed 15ml,11.77,8.36,29,7896523208176,Cimed,Dor E Febre
"Solução Oftálmica Glaub MD 0,1% 5ml",35.61,28.84,19,7896006208266,Genom,Mais Medicamentos
BetaTrinta 5mg/ml + 2 mg/ml Suspensão Injetável 1ml + seringa,28.85,24.23,16,7891317103323,Eurofarma,Dor E Febre
Loção Pediletan 1% 60ml + Pente Fino,28.21,17.77,37,7896523209364,Cimed,Similar
Analgésico Advil 400mg 8 cápsulas líquidas,25.42,20.34,20,7891045043564,Advil,Dor E Febre
Emulsão Keltrina Plus 5% Fragrância de Erva Doce 60ml,43.42,43.42,0,7896472502745,Multilab,Similar
Solução Nasal Naridrin 15ml,21.64,10.99,49,7896004803456,Ems,Mais Medicamentos
Pomada Omcilon-A Orabase 1mg/g Aspen 10g,25.26,21.22,16,7896641812279,Aspen Pharma,Mais Medicamentos
Infralax 15 comprimidos,23.74,10.92,54,7896004727158,Ems,Dor E Febre
Betaprospan 5mg/ml 2mg/ml Suspenção Injetável 1 ampola 1ml + seringa + agulha,27.08,9.48,65,7896006248927,União Química,Dor E Febre
"Pressat 2,5mg 30 comprimidos",38.98,30.4,22,7896112432401,Biolab Sanus,Hipertensão
Repoflor 250mg 10 cápsulas duras,61.17,34.87,43,7896004774626,Legrand,Digestivo
Janumet 50mg + 500mg 56 comprimidos revestidos,316.92,316.92,0,7897337706315,Msd,Diabetes
Complexo Homeopático Almeida Prado N 48 60 Comprimidos,29.2,29.2,0,7898037080484,Almeida Prado,Dor E Febre
Winter Ap 6mg + 120mg 8 cápsulas,36.76,29.78,19,7898096577567,Diffucap,Mais Medicamentos
Suplemento Alimentar Ofolato D 2.000 UI 30 comprimidos,109.99,109.99,0,7896094919495,Hypera,Vitaminas
Coledue R 10mg + 10mg 30 cápsulas duras,73.37,58.7,20,7896094921269,Hypera,Colesterol e Triglicerídeos
Bálsamo Bengué Aerossol 170ml,74.69,74.69,0,7896004754130,Sigma Pharma,Mais Medicamentos
Óleo Mineral ADV Farma 100% Puro 100ml,17.6,17.6,0,7896230301283,Adv,Digestivo
Natifa 1mg 28 comprimidos revestidos,70.15,56.12,20,7896094201460,Libbs,Mais Medicamentos
Glifage 500mg 30 comprimidos revestidos,28.33,21.81,23,7891721000614,Merck,Diabetes
Monaless 600mg 60 cápsulas gelatinosas moles,156.0,121.68,22,7896226102092,Marjan,Colesterol e Triglicerídeos
Regulador Intestinal 20 Bí 30 Cápsulas com 335mg,201.99,201.99,0,7891317129958,Momenta,Digestivo
Suplemento Alimentar Zirvit Pré 30 cápsulas,74.5,69.29,7,7899824401314,Arese,Anticoncepcionais
Doss Zinco 2000UI + 20mg 60 cápsulas gelatinosas moles,88.15,54.65,38,7896112407034,Biolab Sanus,Vitaminas
Pant Sec 50mg/ml 1 válvula spray 50ml,85.73,72.01,16,7896658038686,Ache,Similar
Suplemento Alimentar Bifilac Sii 30 cápsulas,139.9,130.11,7,7891142981196,Hypera,Digestivo
Actonel Chronos 35mg 4 comprimidos revestidos de liberação retardada,250.55,205.45,18,7891058016159,Sanofi,Mais Medicamentos
Basaglar 100UI/ml 5 refis de 3ml,284.09,215.91,24,7896382707681,Eli Lilly,Diabetes
Pomada Calotrat Plantar 200mg/g Kley Hertz 20g,30.4,27.06,11,7896331705577,Hertz,Mais Medicamentos
Buscofem 400mg 10 cápsulas,29.9,25.42,15,7896094921344,Hypera,Anticoncepcionais
Tylenol Sinus 500g + 30mg 24 comprimidos revestidos,22.76,19.57,14,7896212415618,Tylenol,Mais Medicamentos
Ceci 2mg + 1mg 28 comprimidos revestidos,89.18,68.67,23,7896094210424,Libbs,Anticoncepcionais
"Solução Oftálmica Glaucotrat 0,5% 5ml",15.52,12.57,19,7896006290162,União Química,Mais Medicamentos
Pomada Dermatológico Nebacetin 50g,48.28,43.45,10,7896094922099,Nebacetin,Mais Medicamentos
Pomada Minancora 30g,18.69,16.63,11,78905108,Minancora,Mais Medicamentos
Biofenac Aerossol 85ml,29.24,26.32,10,7896658014321,Ache,Dor E Febre
Ciclo 21 União Química 21 comprimidos,10.19,10.19,0,7896006234067,União Química,Anticoncepcionais
Antigases Luftal Gotas 75mg/ml Sabor Cereja 15ml,29.99,24.29,19,7896016804915,Luftal,Digestivo
"Solução Nasal Aturgyl 0,5mg/ml Spray 15ml",18.12,16.31,10,7897595903273,Sanofi,Mais Medicamentos
Vitamina D3 Addera D3 5.000UI 30 comprimidos revestidos,115.62,105.21,9,7897322709451,Hypera,Vitaminas
Hipérico Herbarium 100mg 45 cápsulas duras,60.7,52.2,14,7896083400133,Herbarium,Mais Medicamentos
Solução de Desinfecção Multipropósito Opti-Free Replenish 300ml + 120ml + Estojo de Lentes,80.99,73.7,9,7896548198674,Alcon,Mais Medicamentos
Bonviva 150mg 1 comprimido revestido,332.62,266.1,20,7896226505299,Roche,Mais Medicamentos
Suplemento Alimentar Neutrofer Folato D 90 comprimidos revestidos,136.6,122.94,10,7894916516686,Sigma Pharma,Anticoncepcionais
Vitamina D3 Addera D3 2.000 U.I. 30 cápsulas gelatinosas,69.9,60.11,14,7896094917712,Hypera,Vitaminas
Suprema 2mg + 1mg 28 comprimidos revestidos,46.96,36.63,22,7896241265543,Biolab Sanus,Anticoncepcionais
Solução Nasal em Spray Vick Primeira Proteção 15ml,49.7,41.25,17,7500435177450,Vick,Mais Medicamentos
Xarope Benetosse 15mg/ml Sabor Cereja 100ml,28.9,26.3,9,7896094928527,Hypera,Mais Medicamentos
Diamicron MR 30mg 60 comprimidos de liberação prolongada,97.06,73.77,24,7898029552135,Servier,Diabetes
Suplemento Alimentar Femibion 2 28 comprimidos + 28 cápsulas,116.75,116.75,0,7500435185028,Vick,Anticoncepcionais
Solução Oftálmica TriSorb 15ml,30.8,26.49,14,7896548140222,Alcon,Mais Medicamentos
Bravan Duo 80mg 5mg 30 comprimidos,63.51,48.27,24,7896658024931,Ache,Hipertensão
Slinda 4mg 28 comprimidos revestidos,123.03,99.9,19,7908134200453,Exeltis,Anticoncepcionais
Arnica Montana 6CH Almeida Prado Frasco com 13g,47.15,42.44,10,7898037084833,Almeida Prado,Dor E Febre
Euthyrox 137mcg 50 comprimidos,55.98,40.31,28,7891721015007,Merck,Mais Medicamentos
Analgésico Dorflex Gotas 20ml,20.78,17.66,15,7891058009458,Sanofi,Dor E Febre
"Annita 500mg, 6 comprimidos revestidos",73.15,62.18,15,7898040321512,Farmoquimica,Vermes e Parasitas
Creme Dermatológico Cetobeta 30g,38.26,13.77,64,7898168001280,Cellera,Mais Medicamentos
"Diovan HCT 80mg + 12,5mg 28 comprimidos revestidos",143.14,143.14,0,7896261001145,Novartis,Hipertensão
Suplemento Vitamínico Apevitin BC Xarope 240ml,50.77,23.86,53,7896004700502,Ems,Vitaminas
Antialérgico Allegra Pediátrico 6mg/ml 1 frasco de 60ml de suspensão de uso oral,37.68,33.54,11,7891058004347,Sanofi,Alergias E Infecções
Tiorfan 100mg 9 cápsulas,53.57,46.07,14,7898906376410,Bago Do Brasil Sa,Digestivo
Pastilhas para Garganta Strepsils Sabor Mel e Limão 8 pastilhas,14.47,13.46,7,7891035010842,Strepsils,Dor E Febre
Lasix 40mg 20 comprimidos,23.94,19.63,18,7891058431037,Sanofi,Hipertensão
Azelan Gel 150mg/g 30g,89.22,76.73,14,7898916010052,Leofarma,Mais Medicamentos
Sal de Frutas Eno Tradicional 100g,27.39,23.01,16,7896015560300,Eno,Digestivo
Doss 7.000UI 12 cápsulas gelatinosas moles,43.49,27.83,36,7896112400134,Biolab Sanus,Mais Medicamentos
"Indapen SR 1,5mg 30 comprimidos revestidos de liberação prolongada",34.95,25.86,26,8902220105676,Torrent,Hipertensão
Icaden 10mg/g Creme Dermatológico 20g,48.67,41.86,14,5702191025620,Leofarma,Mais Medicamentos
Solução Otológica Cerumin 8ml,17.27,17.27,0,7896548140284,Alcon,Mais Medicamentos
Nevralgex 300mg + 50mg + 35mg 30 comprimidos,23.2,11.37,51,7896523208404,Cimed,Dor E Febre
Restaurador da Flora Intestinal Repoflor 200mg 6 cápsulas duras,47.74,32.94,31,7896004720838,Legrand,Digestivo
Calotrat Hertz Solução 5ml,15.0,15,0,7896331702057,Hertz,Mais Medicamentos
Riopan 80mg/ml 240ml,35.76,32.18,10,7896641800412,Takeda,Digestivo
Kit Solução para Lentes OPTI-FREE Express 355ml + 120ml + 1 Estojo para Lentes,82.2,82.2,0,300653144978,Alcon,Mais Medicamentos
Ginkoba 80mg 30 comprimidos revestidos,67.9,52.28,23,7897460401255,Nikkho,Mais Medicamentos
Bravan 160mg 30 comprimidos revestidos,48.18,48.18,0,7896658016677,Ache,Hipertensão
Zior 250mg 28 comprimidos,129.23,111.14,14,7896658034008,Ache,Mais Medicamentos
Implanon NXT 68mg 1 aplicador contendo 1 implante,0.0,843.57,24,7897337716512,Schering-plough,Mais Medicamentos
Ablok 50mg 30 comprimidos,35.58,27.75,22,7896241225523,Biolab Sanus,Hipertensão
Livalo 2mg 60 comprimidos revestidos,188.08,144.82,23,7896112406235,Biolab Sanus,Colesterol e Triglicerídeos
Vitamina D3 Addera D3 50.000UI 4 cápsulas moles,130.1,118.39,9,7897322709758,Hypera,Vitaminas
Probiótico ProHN 30 cápsulas,112.99,112.99,0,7896658036392,Ache,Digestivo
Folifer Gotas 30ml,53.9,48.51,10,7899824400775,Arese,Gripe E Resfriado
Vitamina D Cimed 7.000UI 8 Comprimidos,20.96,20.96,0,7896523200385,Cimed,Vitaminas
Osteotec 150mg 3 comprimidos revestidos,162.54,130.03,20,7892953000205,Zodiac,Mais Medicamentos
Diminut 75mcg + 20mcg 63 comprimidos revestidos,120.76,83.32,31,7896094201033,Libbs,Anticoncepcionais
Lugano 12mcg + 250mcg Refil 60 cápsulas com pó para inalação,93.43,78.48,16,7891317132392,Eurofarma,Mais Medicamentos
Neutrofer 500mg 30 comprimidos revestidos,87.72,75.44,14,7894916500272,Sigma Pharma,Gripe E Resfriado
Suplemento Alimentar Doss Zinco + Vitamina D3 2.000UI + 20mg 30 cápsulas gelatinosas,51.01,37.75,26,7896112402558,Biolab Sanus,Vitaminas
Antiácido Simeco Plus Sabor Hortelã 240ml,58.4,49.64,15,7891317006570,Supera,Digestivo
Betadine XR 48mg 30 comprimidos,83.12,63.17,24,7896658030369,Ache,Mais Medicamentos
Arnica Montana 6CH Almeida Prado Gotas 15ml,30.4,27.36,10,7898037084819,Almeida Prado,Dor E Febre
Sal de Frutas Eno Guaraná 100g,27.39,22.73,17,7896015517045,Eno,Digestivo
Omenax 20mg 56 cápsulas gelatinosas duras,25.16,6.54,74,7899095240162,Geolab,Digestivo
Galvus Met 50mg + 1000mg 56 comprimidos revestidos,243.78,243.78,0,7896261016262,Novartis,Diabetes
Doss 50.000UI 8 cápsulas gelatinosas moles,146.24,90.67,38,7896112400172,Biolab Sanus,Mais Medicamentos
Glifage XR 1g 30 comprimidos de liberação prolongada,53.62,41.29,23,7891721022579,Merck,Diabetes
Analgésico Tylenol Gotas 200mg/ml Sabor Frutas 15ml,45.18,36.14,20,7896212479924,Tylenol,Dor E Febre
Xarope Vick 44E 240ml,61.62,46.22,25,7500435144384,Vick,Mais Medicamentos
Decongex Plus 12 comprimidos,28.44,25.6,10,7896658001901,Ache,Mais Medicamentos
SeloZok 25mg 60 comprimidos revestidos de liberação controlada,77.13,57.08,26,7896206406707,Astrazeneca,Hipertensão
Venaflon 900mg + 100mg 60 comprimidos,267.26,136.3,49,7896112104070,Teuto,Mais Medicamentos
Pant 50mg/ml 2 frascos de 50ml cada,112.45,94.46,16,7896658035388,Ache,Similar
Relvar Ellipta 100mcg + 25mcg 30 doses de pó para inalação,200.9,200.9,0,7896015528829,Gsk,Mais Medicamentos
Óleo de Prímula 500mg Bionatus 45 Cápsulas,44.7,38.44,14,7896108002342,Bionatus,Anticoncepcionais
Gracial 25mcg + 40mcg +125mcg + 30mcg 22 comprimidos,57.05,38.79,32,7897337716239,Supera,Anticoncepcionais
Corus 25mg 30 comprimidos revestidos,51.7,51.7,0,7896181920397,Ache,Hipertensão
Plenance 10mg 90 comprimidos revestidos,136.61,105.19,23,7896094208858,Libbs,Colesterol e Triglicerídeos
Neutrofer 150mg 30 comprimidos revestidos,33.63,29.93,11,7894916500548,Sigma Pharma,Gripe E Resfriado
Tandrilax Aché 30 comprimidos,32.84,28.57,13,7896658001666,Ache,Dor E Febre
"Iumi 3mg + 0,02mg 24 comprimidos revestidos",70.81,59.48,16,7896094208094,Libbs,Anticoncepcionais
